user	transaction_date	sales_amount	join_date	region
495	26-02-2016	10.58	02-10-2010	J
619	26-02-2016	14.56	22-04-2009	I
167	26-02-2016	12.95	15-11-2010	B
803	26-02-2016	24.32	26-06-2012	H
544	26-02-2016	14.09	05-12-2011	H
544	26-02-2016	44.18	05-12-2011	H
3726	26-02-2016	64.67	26-02-2016	J
3305	26-02-2016	54.76	26-10-2013	C
1122	26-02-2016	21.25	28-10-2015	A
1650	26-02-2016	28.49	07-06-2013	A
1783	26-02-2016	199.06	02-07-2013	P
4245	26-02-2016	137.63	17-09-2013	O
4080	26-02-2016	59.36		D
6630	26-02-2016	31.29	26-02-2016	M
6945	26-02-2016	118.18	19-08-2015	B
4841	26-02-2016	34.67	17-09-2013	S
8520	26-02-2016	63.81	24-02-2004	P
5972	26-02-2016	98.77	07-11-2014	P
7057	26-02-2016	11.86	29-05-2008	B
8450	26-02-2016	10.57	03-05-2013	M
9696	26-02-2016	8.2	18-08-2011	G
6117	26-02-2016	56.36	26-04-2014	F
9343	26-02-2016	26.4	04-02-2004	I
9291	26-02-2016	40.52	03-10-2006	G
43	27-02-2016	2.38	21-08-2002	B
416	27-02-2016	9.81	04-11-2009	B
416	27-02-2016	54.04	04-11-2009	B
928	27-02-2016	124.24	24-02-2009	I
336	27-02-2016	113.07	28-05-2010	N
869	27-02-2016	63.11	28-06-2010	C
477	27-02-2016	33.14	16-06-2009	D
1533	27-02-2016	69.84	30-11-2010	I
120	27-02-2016	67.15	10-10-2009	I
557	27-02-2016	50.96	04-07-2012	F
557	27-02-2016	22.3	04-07-2012	F
1916	27-02-2016	16.31	17-11-2013	D
2582	27-02-2016	41.72	27-02-2016	M
445	27-02-2016	26.14	07-09-2012	C
629	27-02-2016	6.08	02-07-2013	N
887	27-02-2016	80.5	28-11-2010	C
3290	27-02-2016	46.66	27-02-2016	C
3463	27-02-2016	44.1	27-02-2016	C
3642	27-02-2016	40.08	27-02-2016	H
980	27-02-2016	31.21	15-07-2014	M
4073	27-02-2016	45.49	27-02-2016	A
2471	27-02-2016	63.85	21-08-2013	O
2223	27-02-2016	8.2	02-07-2013	B
2270	27-02-2016	53.53	01-07-2013	H
2025	27-02-2016	26.46	22-05-2013	C
3385	27-02-2016	14.59	04-11-2013	D
2208	27-02-2016	80.85	01-07-2013	B
4220	27-02-2016	66.07	01-07-2013	I
4578	27-02-2016	8.2	17-09-2013	O
3910	27-02-2016	19.67	21-03-2014	I
3649	27-02-2016	53.73	19-11-2013	C
5361	27-02-2016	123.98	01-08-2013	C
5579	27-02-2016	6.48	04-03-2013	I
3715	27-02-2016	33.69	18-12-2013	G
2297	27-02-2016	15.57	02-07-2013	N
4245	27-02-2016	26.64	17-09-2013	O
6020	27-02-2016	21.14	30-10-2013	S
5579	27-02-2016	9.5	04-03-2013	I
5032	27-02-2016	50.74	18-12-2013	G
5127	27-02-2016	92.43	02-09-2013	P
4371	27-02-2016	17.46	04-11-2013	S
6328	27-02-2016	44.18	30-03-2011	B
5921	27-02-2016	24.51	09-04-2014	M
5189	27-02-2016	9.33	03-03-2015	C
7686	27-02-2016	29.9	27-02-2016	C
6732	27-02-2016	45.92	15-01-2014	D
8329	27-02-2016	56.97	04-09-2010	B
5128	27-02-2016	47.14	22-06-2013	A
3868	27-02-2016	48.2	21-03-2014	F
7749	27-02-2016	142.56	15-07-2005	P
9785	27-02-2016	13.03	27-02-2016	B
7608	27-02-2016	28.61	06-03-2004	C
267	28-02-2016	8.18	17-11-2008	B
37	28-02-2016	29.99	01-01-2001	B
269	28-02-2016	33.66	14-11-2013	C
1220	28-02-2016	33.11	10-05-2013	O
751	28-02-2016	179.72	28-10-2009	E
1327	28-02-2016	109.34	07-12-2014	B
1508	28-02-2016	60.19	04-06-2011	M
581	28-02-2016	19.91	12-11-2010	C
629	28-02-2016	216.89	02-07-2013	N
2761	28-02-2016	8.11	28-02-2016	B
1756	28-02-2016	44.18	01-07-2013	G
28	28-02-2016	7.86	16-04-2011	J
629	28-02-2016	17.2	02-07-2013	N
629	28-02-2016	19.61	02-07-2013	N
5053	28-02-2016	114.85	18-12-2013	C
4856	28-02-2016	33.44	04-11-2013	P
4859	28-02-2016	46.58	21-08-2013	F
5875	28-02-2016	15.16	21-03-2014	F
6068	28-02-2016	79.57	09-01-2014	F
4421	28-02-2016	53.2	21-03-2014	O
6610	28-02-2016	45.37	22-07-2006	C
6638	28-02-2016	7.7	11-12-2013	P
6784	28-02-2016	97.37	02-09-2013	E
4240	28-02-2016	69.63	07-08-2013	H
339	29-02-2016	8.42	21-07-2009	B
40	29-02-2016	16.31	29-03-1999	B
2789	29-02-2016	91.47	29-05-2013	C
967	29-02-2016	21.64	27-07-2015	C
3377	29-02-2016	57.71	29-02-2016	I
629	29-02-2016	16.15	02-07-2013	N
2053	29-02-2016	16.31	01-07-2013	L
4443	29-02-2016	40.44	21-08-2013	F
2461	29-02-2016	60.26	12-11-2014	A
3910	29-02-2016	22.7	21-03-2014	I
3947	29-02-2016	52.33	01-08-2013	A
2477	29-02-2016	22.05	05-06-2013	I
2310	29-02-2016	32.69	01-07-2013	B
2408	29-02-2016	9.75	18-05-2013	G
4554	29-02-2016	30.98	24-11-2014	L
3910	29-02-2016	15.49	21-03-2014	I
5071	29-02-2016	98.93	21-03-2014	I
3455	29-02-2016	43.27	25-07-2013	I
3989	29-02-2016	172.71	01-08-2013	I
2688	29-02-2016	27.46	01-07-2013	O
4824	29-02-2016	71.81	21-08-2013	P
4359	29-02-2016	5.66	01-08-2013	C
6251	29-02-2016	31.6	12-05-2014	C
5038	29-02-2016	14.58	09-01-2014	B
8865	29-02-2016	27.46	29-02-2016	D
6117	29-02-2016	30.67	26-04-2014	F
7886	29-02-2016	44.96	27-03-2011	M
8932	29-02-2016	17.2	15-03-2007	F
7897	29-02-2016	58.96	27-05-2015	H
25	01-03-2016	23.68	01-01-2001	B
173	01-03-2016	14.65	05-06-2007	C
191	01-03-2016	4.74	01-01-2001	B
629	01-03-2016	29.44	02-07-2013	N
629	01-03-2016	30.43	02-07-2013	N
629	01-03-2016	16.23	02-07-2013	N
1879	01-03-2016	8.11	22-06-2014	C
629	01-03-2016	52.74	02-07-2013	N
4461	01-03-2016	27.79	02-09-2013	B
4440	01-03-2016	18.75	21-03-2014	G
3242	01-03-2016	74.94	21-03-2014	I
4900	01-03-2016	8.11	02-01-2014	E
5035	01-03-2016	58.2	21-03-2014	H
5371	01-03-2016	25.22	08-07-2003	B
7547	01-03-2016	48.28	21-03-2014	Q
6893	01-03-2016	34.19	26-03-2010	G
6109	01-03-2016	45.0	21-03-2014	L
7529	01-03-2016	37.55	30-11-2014	I
8039	01-03-2016	15.86	04-10-2013	A
7725	01-03-2016	8.11	27-07-2005	I
74	02-03-2016	29.01	09-03-2008	J
37	02-03-2016	8.6	01-01-2001	B
444	02-03-2016	22.01	08-01-2004	F
40	02-03-2016	5.63	29-03-1999	B
997	02-03-2016	30.74	27-07-2009	C
119	02-03-2016	26.23	10-10-2009	F
1158	02-03-2016	24.51	19-06-2012	L
762	02-03-2016	8.19	01-11-2009	C
1972	02-03-2016	6.76	01-07-2013	A
147	02-03-2016	26.97	24-06-2011	I
1154	02-03-2016	72.05	02-10-2013	C
3062	02-03-2016	35.9	04-12-2014	O
629	02-03-2016	15.24	02-07-2013	N
3608	02-03-2016	67.95	02-03-2016	J
3062	02-03-2016	30.98	04-12-2014	O
2837	02-03-2016	24.51	10-07-2013	C
3242	02-03-2016	32.52	21-03-2014	I
2416	02-03-2016	86.91	01-07-2013	T
5071	02-03-2016	182.38	21-03-2014	I
3356	02-03-2016	16.23	02-07-2013	P
1581	02-03-2016	64.85	01-07-2013	L
5680	02-03-2016	42.92	08-11-2014	A
3242	02-03-2016	23.92	21-03-2014	I
5804	02-03-2016	11.85	01-10-2014	M
6056	02-03-2016	8.6	02-07-2013	P
5868	02-03-2016	54.76	20-09-2014	P
5632	02-03-2016	58.93	03-12-2013	I
7428	02-03-2016	12.29	30-01-2009	C
6307	02-03-2016	47.63	02-09-2003	I
5987	02-03-2016	45.65	02-07-2013	H
6723	02-03-2016	43.28	21-01-2014	B
5330	02-03-2016	125.66	03-12-2013	H
7599	02-03-2016	16.22	19-09-2005	B
8314	02-03-2016	38.44	19-11-2007	C
5804	02-03-2016	10.82	01-10-2014	M
9129	02-03-2016	36.4	19-10-2012	H
5680	02-03-2016	59.6	08-11-2014	A
426	03-03-2016	8.11	28-09-2007	B
118	03-03-2016	43.01	02-05-2007	I
240	03-03-2016	19.67	19-10-2008	D
109	03-03-2016	27.37	26-02-2015	B
1392	03-03-2016	63.69	03-03-2016	G
1601	03-03-2016	66.97	06-08-2003	C
614	03-03-2016	10.56	13-06-2011	B
629	03-03-2016	69.34	02-07-2013	N
2999	03-03-2016	42.21	03-03-2016	C
3032	03-03-2016	8.52	03-03-2016	B
2025	03-03-2016	13.11	22-05-2013	C
1356	03-03-2016	10.3	01-07-2013	G
3884	03-03-2016	53.2	03-03-2016	A
2067	03-03-2016	59.88	02-09-2013	A
3273	03-03-2016	5.33	25-07-2013	B
4322	03-03-2016	33.45	03-03-2016	C
3335	03-03-2016	70.33	02-09-2013	B
3649	03-03-2016	32.03	19-11-2013	C
3649	03-03-2016	50.29	19-11-2013	C
1581	03-03-2016	108.3	01-07-2013	L
3161	03-03-2016	17.2	02-07-2013	L
4659	03-03-2016	81.97	01-07-2013	A
5703	03-03-2016	31.8	03-03-2016	B
3733	03-03-2016	6.07	21-03-2014	E
7409	03-03-2016	6.48	10-04-2014	G
7639	03-03-2016	31.07	03-03-2016	D
4854	03-03-2016	38.34	21-03-2014	D
5498	03-03-2016	21.96	24-10-2014	I
4240	03-03-2016	8.77	07-08-2013	H
8399	03-03-2016	19.24	29-03-2010	C
6648	03-03-2016	12.21	28-06-2005	P
6572	03-03-2016	282.62	23-06-2005	M
7001	03-03-2016	56.48	03-03-2016	G
22	04-03-2016	36.71	06-07-2005	B
63	04-03-2016	76.78	27-05-2009	D
566	04-03-2016	66.88	04-08-2012	B
571	04-03-2016	32.69	28-05-2009	B
12	04-03-2016	37.38	20-01-2006	E
275	04-03-2016	35.89	16-05-2003	B
16	04-03-2016	4.09	01-01-2001	B
118	04-03-2016	67.47	02-05-2007	I
663	04-03-2016	22.54	26-02-2010	I
336	04-03-2016	418.09	28-05-2010	N
493	04-03-2016	5.73	02-11-2009	B
28	04-03-2016	50.79	16-04-2011	J
1042	04-03-2016	21.31	24-07-2009	H
1653	04-03-2016	34.64	19-06-2014	C
1266	04-03-2016	48.02	17-09-2011	A
2078	04-03-2016	42.28	01-10-2014	I
629	04-03-2016	0.71	02-07-2013	N
3212	04-03-2016	85.51	04-03-2016	J
2788	04-03-2016	27.37	14-07-2015	C
2020	04-03-2016	13.86	11-12-2015	C
2906	04-03-2016	82.55	06-06-2015	I
3824	04-03-2016	15.49	04-03-2016	H
2788	04-03-2016	16.39	14-07-2015	C
3365	04-03-2016	25.01	24-11-2014	I
4373	04-03-2016	16.22	21-03-2014	C
3824	04-03-2016	8.2	04-03-2016	H
3242	04-03-2016	24.74	21-03-2014	I
2342	04-03-2016	10.57	01-07-2013	G
1756	04-03-2016	122.71	01-07-2013	G
4218	04-03-2016	4.02	05-02-2015	C
4242	04-03-2016	94.12	14-10-2014	B
5897	04-03-2016	10.57	01-08-2014	I
6850	04-03-2016	14.34	09-12-2015	H
6875	04-03-2016	77.96	25-07-2006	I
6861	04-03-2016	31.07	26-11-2014	C
4531	04-03-2016	8.75	30-10-2013	M
7250	04-03-2016	32.63	12-11-2014	G
6563	04-03-2016	38.62	16-06-2015	C
6870	04-03-2016	8.2	08-11-2014	C
5559	04-03-2016	175.35	10-02-2014	P
7652	04-03-2016	26.64	04-09-2015	E
10	05-03-2016	36.28	01-01-2001	C
304	05-03-2016	37.31	21-10-2002	B
18	05-03-2016	74.55	24-07-2004	I
486	05-03-2016	62.21	30-08-2007	C
191	05-03-2016	13.93	01-01-2001	B
1195	05-03-2016	33.69	07-08-2013	C
1867	05-03-2016	51.56	30-08-2013	E
2028	05-03-2016	52.19	28-07-2014	G
2284	05-03-2016	71.23	05-03-2016	C
109	05-03-2016	69.25	26-02-2015	B
2278	05-03-2016	4.09	08-06-2014	D
28	05-03-2016	58.52	16-04-2011	J
1455	05-03-2016	8.2	07-09-2013	C
481	05-03-2016	100.89	03-02-2013	H
933	05-03-2016	89.05	12-11-2014	N
1455	05-03-2016	51.56	07-09-2013	C
1161	05-03-2016	53.58	03-01-2015	J
1581	05-03-2016	47.88	01-07-2013	L
3581	05-03-2016	73.6	23-06-2015	C
629	05-03-2016	3.08	02-07-2013	N
629	05-03-2016	10.45	02-07-2013	N
2223	05-03-2016	27.29	02-07-2013	B
3715	05-03-2016	36.7	18-12-2013	G
2544	05-03-2016	62.69	01-07-2013	F
1800	05-03-2016	58.95	17-05-2013	C
2202	05-03-2016	30.1	01-07-2013	B
2544	05-03-2016	255.6	01-07-2013	F
2184	05-03-2016	87.17	17-10-2015	D
3933	05-03-2016	39.16	25-07-2013	O
3649	05-03-2016	9.16	19-11-2013	C
4386	05-03-2016	23.69	02-07-2013	D
3434	05-03-2016	104.1	02-09-2013	L
4187	05-03-2016	5.66	21-08-2013	F
5838	05-03-2016	37.21	10-11-2014	G
6579	05-03-2016	3.15	05-03-2016	M
6590	05-03-2016	74.91	20-02-2016	H
4454	05-03-2016	11.55	25-07-2013	G
6757	05-03-2016	118.22	04-07-2014	P
5363	05-03-2016	57.17	27-06-2015	G
7304	05-03-2016	91.19	18-05-2014	C
5104	05-03-2016	30.66	04-11-2013	G
7385	05-03-2016	28.61	20-10-2012	A
6905	05-03-2016	16.65	03-01-2007	A
6389	05-03-2016	21.29	03-01-2016	M
7242	05-03-2016	32.78	13-12-2014	S
4762	05-03-2016	85.6	21-03-2014	D
4531	05-03-2016	28.61	30-10-2013	M
5270	05-03-2016	103.71	27-02-2003	L
528	06-03-2016	21.15	03-08-2009	I
156	06-03-2016	17.54	17-06-2002	B
217	06-03-2016	6.14	12-07-2003	B
270	06-03-2016	17.12	03-02-2010	C
952	06-03-2016	58.93	29-11-2011	I
1887	06-03-2016	32.7	29-10-2015	O
1628	06-03-2016	8.13	04-09-2015	C
1628	06-03-2016	15.59	04-09-2015	C
336	06-03-2016	2.46	28-05-2010	N
1417	06-03-2016	38.61	02-03-2007	B
2335	06-03-2016	50.09	28-08-2014	K
2896	06-03-2016	10.57	06-07-2013	I
1907	06-03-2016	11.39	29-11-2013	C
629	06-03-2016	60.19	02-07-2013	N
3759	06-03-2016	70.02	22-04-2014	M
3602	06-03-2016	22.95	12-05-2015	B
3509	06-03-2016	31.89	08-06-2014	M
3952	06-03-2016	27.14	04-02-2016	J
1756	06-03-2016	34.3	01-07-2013	G
4237	06-03-2016	46.96	25-07-2013	B
2500	06-03-2016	10.57	31-10-2015	L
2759	06-03-2016	6.48	26-05-2013	C
4452	06-03-2016	41.24	17-09-2013	A
2626	06-03-2016	40.9	01-07-2013	C
4790	06-03-2016	73.6	13-10-2014	C
3870	06-03-2016	93.76	30-11-2014	I
4245	06-03-2016	8.11	17-09-2013	O
6799	06-03-2016	80.17	10-02-2014	G
6422	06-03-2016	14.61	13-07-2003	C
7031	06-03-2016	48.69	22-01-2016	I
6207	06-03-2016	56.5	23-09-2003	H
4776	06-03-2016	35.32	04-10-2013	C
5870	06-03-2016	7.31	13-09-2014	P
7652	06-03-2016	13.85	04-09-2015	E
7504	06-03-2016	36.73	03-05-2014	I
7131	06-03-2016	65.04	21-03-2014	C
5258	06-03-2016	10.31	29-03-2014	C
4690	06-03-2016	40.68	30-10-2013	C
8007	06-03-2016	102.38	26-09-2010	I
195	07-03-2016	63.11	03-09-2006	B
73	07-03-2016	72.39	21-10-2009	M
999	07-03-2016	11.32	29-01-2011	B
762	07-03-2016	125.79	01-11-2009	C
816	07-03-2016	45.98	18-02-2010	I
962	07-03-2016	35.98	28-07-2010	I
1673	07-03-2016	105.0	10-05-2014	M
735	07-03-2016	25.33	29-03-2011	P
3656	07-03-2016	16.31	07-03-2016	D
3740	07-03-2016	10.57	01-08-2013	I
629	07-03-2016	10.14	02-07-2013	N
3273	07-03-2016	24.51	25-07-2013	B
2310	07-03-2016	60.11	01-07-2013	B
1581	07-03-2016	35.39	01-07-2013	L
4490	07-03-2016	47.88	26-12-2014	A
4440	07-03-2016	55.27	21-03-2014	G
3649	07-03-2016	10.56	19-11-2013	C
4218	07-03-2016	87.03	05-02-2015	C
3715	07-03-2016	38.67	18-12-2013	G
6842	07-03-2016	38.44	07-03-2016	B
6087	07-03-2016	57.35	23-05-2013	P
7465	07-03-2016	62.62	14-07-2003	S
7912	07-03-2016	42.97	20-07-2015	I
6921	07-03-2016	53.69	05-12-2015	C
9203	07-03-2016	6.48	25-02-2016	A
6064	07-03-2016	30.61	21-05-2008	K
156	08-03-2016	13.03	17-06-2002	B
117	08-03-2016	31.85	12-08-2005	B
1307	08-03-2016	37.29	21-08-2013	G
3537	08-03-2016	40.52	08-03-2016	C
768	08-03-2016	33.74	16-02-2015	L
3408	08-03-2016	8.93	14-11-2015	B
629	08-03-2016	48.44	02-07-2013	N
1972	08-03-2016	10.46	01-07-2013	A
3649	08-03-2016	5.23	19-11-2013	C
5084	08-03-2016	14.59	03-12-2013	G
4485	08-03-2016	15.02	21-03-2014	A
5483	08-03-2016	72.04	04-10-2013	H
4721	08-03-2016	26.06	21-03-2014	C
6933	08-03-2016	12.21	23-08-2014	T
5356	08-03-2016	25.33	02-09-2013	E
6707	08-03-2016	31.53	12-10-2010	C
6582	08-03-2016	34.31	14-04-2005	I
443	09-03-2016	21.72	29-05-2003	B
76	09-03-2016	7.86	17-12-2004	B
220	09-03-2016	36.34	08-12-2004	E
440	09-03-2016	44.18	13-06-2011	C
230	09-03-2016	52.36	14-02-2009	B
52	09-03-2016	26.62	29-09-2004	B
630	09-03-2016	33.52	20-03-2010	I
105	09-03-2016	37.53	26-11-2002	H
377	09-03-2016	62.06	16-04-2011	H
828	09-03-2016	6.15	02-03-2010	B
1744	09-03-2016	86.66	23-02-2010	C
740	09-03-2016	8.93	01-10-2012	B
602	09-03-2016	20.49	02-09-2013	H
1545	09-03-2016	46.6	13-06-2015	C
2100	09-03-2016	131.8	12-08-2014	I
3045	09-03-2016	9.42	31-10-2015	H
1898	09-03-2016	11.39	18-05-2013	H
3326	09-03-2016	11.39	12-11-2014	G
3308	09-03-2016	47.48	25-07-2013	L
5403	09-03-2016	8.2	21-11-2014	A
4377	09-03-2016	35.53	21-08-2013	L
5640	09-03-2016	101.15	21-03-2014	L
5030	09-03-2016	82.8	28-11-2013	D
5867	09-03-2016	86.39	11-11-2014	S
4625	09-03-2016	18.77	17-09-2013	H
4247	09-03-2016	19.66	30-10-2013	O
6643	09-03-2016	141.94	02-05-2014	C
7725	09-03-2016	48.28	27-07-2005	I
7779	09-03-2016	74.26	21-03-2014	C
6449	09-03-2016	66.15	28-02-2007	B
4699	09-03-2016	33.61	01-08-2013	D
6643	09-03-2016	37.57	02-05-2014	C
8395	09-03-2016	147.37	20-01-2007	O
9498	09-03-2016	32.4	09-03-2016	P
7537	09-03-2016	15.0	29-04-2006	H
7239	09-03-2016	79.57	11-01-2015	P
8280	09-03-2016	8.11	18-11-2015	C
6565	09-03-2016	65.49	29-08-2014	I
119	10-03-2016	24.14	10-10-2009	F
200	10-03-2016	55.42	20-09-2007	J
1195	10-03-2016	54.84	07-08-2013	C
345	10-03-2016	13.52	20-03-2009	B
1758	10-03-2016	64.48	07-02-2012	M
742	10-03-2016	12.7	30-01-2010	B
803	10-03-2016	24.44	26-06-2012	H
685	10-03-2016	42.92	24-06-2011	C
514	10-03-2016	21.22	07-10-2007	D
1949	10-03-2016	37.44	02-09-2010	E
1619	10-03-2016	12.71	25-09-2003	B
1164	10-03-2016	51.78	11-10-2012	B
2777	10-03-2016	32.93	13-01-2012	B
1761	10-03-2016	33.02	16-04-2008	C
1761	10-03-2016	57.11	16-04-2008	C
1915	10-03-2016	27.15	06-06-2013	A
3371	10-03-2016	8.2	19-04-2015	C
1878	10-03-2016	18.77	01-07-2013	I
2607	10-03-2016	57.32	15-01-2015	C
3050	10-03-2016	45.82	25-03-2014	O
2053	10-03-2016	116.83	01-07-2013	L
1915	10-03-2016	34.62	06-06-2013	A
2789	10-03-2016	55.88	29-05-2013	C
4070	10-03-2016	49.33	02-07-2013	S
2195	10-03-2016	4.84	01-07-2013	C
4403	10-03-2016	6.48	25-07-2013	G
5043	10-03-2016	102.86	21-03-2014	I
4218	10-03-2016	33.08	05-02-2015	C
6039	10-03-2016	21.07	07-10-2010	G
4973	10-03-2016	4.84	21-08-2013	P
4218	10-03-2016	0.82	05-02-2015	C
7658	10-03-2016	18.77	10-03-2016	H
6243	10-03-2016	26.06	27-11-2009	G
4568	10-03-2016	43.36	18-04-2014	L
5799	10-03-2016	78.6	09-01-2014	S
4878	10-03-2016	39.26	09-01-2014	E
7334	10-03-2016	34.72	10-05-2014	P
6872	10-03-2016	18.77	11-08-2015	C
8734	10-03-2016	12.78	02-09-2003	D
7042	10-03-2016	13.84	03-06-2009	G
6870	10-03-2016	4.91	08-11-2014	C
6872	10-03-2016	24.42	11-08-2015	C
5669	10-03-2016	43.89	05-12-2014	G
7657	10-03-2016	5.66	12-12-2014	L
188	11-03-2016	10.97	07-02-2011	B
862	11-03-2016	38.44	11-03-2016	C
494	11-03-2016	15.42	09-09-2004	B
141	11-03-2016	26.15	19-01-2009	M
336	11-03-2016	58.94	28-05-2010	N
1120	11-03-2016	31.07	06-06-2011	H
336	11-03-2016	127.45	28-05-2010	N
1580	11-03-2016	17.33	11-11-2014	P
2196	11-03-2016	18.43	11-06-2013	B
1989	11-03-2016	18.36	28-04-2014	C
1754	11-03-2016	13.93	02-07-2013	B
3140	11-03-2016	31.07	11-03-2016	E
3204	11-03-2016	121.88	11-03-2016	I
3209	11-03-2016	69.1	11-03-2016	C
2906	11-03-2016	8.13	06-06-2015	I
1656	11-03-2016	14.33	01-07-2013	G
3538	11-03-2016	14.24	24-01-2016	C
1128	11-03-2016	9.75	03-04-2013	E
1540	11-03-2016	26.62	11-06-2013	G
1540	11-03-2016	37.11	11-06-2013	G
4369	11-03-2016	10.57	04-11-2013	E
4125	11-03-2016	8.2	20-11-2014	A
3242	11-03-2016	79.38	21-03-2014	I
3242	11-03-2016	31.9	21-03-2014	I
6575	11-03-2016	106.01	11-03-2016	B
5566	11-03-2016	18.44	14-03-2015	B
3870	11-03-2016	17.13	30-11-2014	I
7428	11-03-2016	14.75	30-01-2009	C
8003	11-03-2016	71.39	08-01-2016	F
5161	11-03-2016	35.98	29-01-2014	F
6124	11-03-2016	19.59	28-05-2012	C
8222	11-03-2016	33.52	11-03-2016	C
8365	11-03-2016	65.4	11-03-2016	I
8516	11-03-2016	5.35	11-03-2016	L
7184	11-03-2016	29.89	06-03-2013	G
7575	11-03-2016	17.95	18-02-2013	C
8395	11-03-2016	34.34	20-01-2007	O
8164	11-03-2016	26.97	30-07-2015	A
5507	11-03-2016	23.6	13-11-2014	C
26	12-03-2016	35.98	18-06-2003	B
138	12-03-2016	85.16	19-08-2003	H
374	12-03-2016	46.96	02-07-2009	M
720	12-03-2016	74.51	19-07-2008	I
1103	12-03-2016	4.84	10-03-2011	D
410	12-03-2016	12.21	16-08-2009	M
1374	12-03-2016	175.83	05-09-2011	B
207	12-03-2016	38.02	29-01-2011	B
1555	12-03-2016	80.01	25-07-2013	P
348	12-03-2016	110.6	29-08-2009	C
1161	12-03-2016	0.0	03-01-2015	J
348	12-03-2016	168.55	29-08-2009	C
1513	12-03-2016	36.06	24-04-2015	C
629	12-03-2016	50.96	02-07-2013	N
1761	12-03-2016	12.3	16-04-2008	C
3175	12-03-2016	61.15	12-03-2016	A
3175	12-03-2016	48.28	12-03-2016	A
1878	12-03-2016	36.82	01-07-2013	I
4156	12-03-2016	36.22	01-07-2013	C
4156	12-03-2016	71.12	01-07-2013	C
4720	12-03-2016	18.76	08-11-2014	G
1513	12-03-2016	4.9	24-04-2015	C
2751	12-03-2016	14.67	06-06-2013	E
3649	12-03-2016	28.54	19-11-2013	C
3649	12-03-2016	22.69	19-11-2013	C
3715	12-03-2016	13.93	18-12-2013	G
5003	12-03-2016	13.03	01-07-2013	H
5127	12-03-2016	84.27	02-09-2013	O
5149	12-03-2016	8.93	10-10-2013	O
5047	12-03-2016	112.7	18-12-2013	B
4440	12-03-2016	6.48	21-03-2014	G
2912	12-03-2016	10.57	01-07-2013	M
3500	12-03-2016	26.08	25-07-2013	D
5363	12-03-2016	81.97	27-06-2015	G
4989	12-03-2016	86.31	12-11-2013	C
4240	12-03-2016	15.2	07-08-2013	H
4057	12-03-2016	5.66	17-09-2013	H
6440	12-03-2016	31.07	01-04-2014	H
4820	12-03-2016	50.66	09-01-2014	M
4650	12-03-2016	53.9	12-10-2003	C
7167	12-03-2016	31.47	02-07-2013	L
6385	12-03-2016	56.15	24-11-2007	F
7310	12-03-2016	11.32	22-01-2011	L
7718	12-03-2016	34.76	30-03-2007	H
6385	12-03-2016	8.2	24-11-2007	F
8392	12-03-2016	51.56	12-03-2016	C
8405	12-03-2016	16.23	10-01-2006	E
6673	12-03-2016	26.97	10-07-2004	G
6207	12-03-2016	51.78	23-09-2003	H
8634	12-03-2016	99.92	17-08-2009	H
9095	12-03-2016	22.05	12-03-2016	B
9182	12-03-2016	59.75	12-03-2016	I
9220	12-03-2016	28.61	06-02-2016	B
9305	12-03-2016	21.72	26-04-2013	F
6872	12-03-2016	8.2	11-08-2015	C
7016	12-03-2016	22.04	01-11-2014	G
8682	12-03-2016	46.12	19-11-2011	I
7859	12-03-2016	17.13	28-05-2011	C
5403	12-03-2016	29.5	21-11-2014	A
9623	12-03-2016	6.35	18-03-2013	I
9967	12-03-2016	9.75	12-03-2016	G
44	13-03-2016	73.34	01-01-2001	B
981	13-03-2016	108.03	29-07-2009	M
1017	13-03-2016	0.82	17-08-2010	M
507	13-03-2016	109.1	10-05-2009	C
44	13-03-2016	37.71	01-01-2001	B
136	13-03-2016	28.61	31-07-2011	C
847	13-03-2016	40.4	22-01-2012	C
665	13-03-2016	13.93	08-02-2011	E
136	13-03-2016	18.66	31-07-2011	C
2386	13-03-2016	49.39	28-06-2014	A
302	13-03-2016	32.78	17-04-2012	J
1124	13-03-2016	13.85	23-04-2011	J
859	13-03-2016	25.33	26-08-2012	J
629	13-03-2016	24.45	02-07-2013	N
933	13-03-2016	22.92	12-11-2014	N
2273	13-03-2016	9.3	09-12-2013	B
2408	13-03-2016	18.85	18-05-2013	G
2543	13-03-2016	40.28	02-05-2014	N
2908	13-03-2016	54.86	13-02-2016	M
3045	13-03-2016	4.99	31-10-2015	H
2471	13-03-2016	35.23	21-08-2013	O
1756	13-03-2016	132.71	01-07-2013	G
4730	13-03-2016	25.81	04-11-2013	P
4844	13-03-2016	59.75	17-09-2013	L
4890	13-03-2016	25.56	02-09-2013	F
5611	13-03-2016	7.31	03-12-2013	M
4678	13-03-2016	52.46	02-07-2013	F
4240	13-03-2016	8.42	07-08-2013	H
5611	13-03-2016	23.06	03-12-2013	M
7454	13-03-2016	31.49	20-08-2015	H
6784	13-03-2016	11.88	02-09-2013	E
6768	13-03-2016	13.11	20-06-2014	L
6405	13-03-2016	53.57	20-01-2014	C
9095	13-03-2016	43.38	12-03-2016	B
6636	13-03-2016	17.95	16-05-2015	I
10	14-03-2016	43.86	01-01-2001	C
25	14-03-2016	31.49	01-01-2001	B
173	14-03-2016	42.93	05-06-2007	C
810	14-03-2016	7.37	31-07-2012	B
43	14-03-2016	22.87	21-08-2002	B
1539	14-03-2016	22.46	12-12-2015	C
457	14-03-2016	41.64	05-02-2010	B
